Address,Postcode,Suburb,Regionname,CouncilArea,Type,Price,SellerG,Method,Date,Year,Month,Bedroom,Bathroom,Bathroom_was_0,Car,Car_was_missing,Distance,Landsize,Landsize_Indicator,BuildingArea,BuildingArea_was_missing
160 Hyde St,3013,Yarraville,Western Metropolitan,Maribyrnong,h,871000,Jas,S,2016-12-03,2016,12,3,2.0,False,2.0,False,7.0,428,0,100.0,False
1/194 Hyde St,3013,Yarraville,Western Metropolitan,Maribyrnong,h,780000,Village,S,2016-12-03,2016,12,3,2.0,False,2.0,False,7.0,213,0,120.0,False
3/27 Stephen St,3013,Yarraville,Western Metropolitan,Maribyrnong,t,650000,Jas,VB,2016-12-03,2016,12,2,1.0,False,1.0,False,7.0,0,1,2.0,False
41 Sussex St,3013,Yarraville,Western Metropolitan,Maribyrnong,h,770000,Jas,SP,2016-12-03,2016,12,2,1.0,False,1.0,False,7.0,138,0,82.0,False
29 Newcastle St,3013,Yarraville,Western Metropolitan,Maribyrnong,h,890000,hockingstuart,S,2016-02-04,2016,2,2,1.0,False,0.0,False,7.0,166,0,90.0,True
60 Adeney St,3013,Yarraville,Western Metropolitan,Maribyrnong,h,960000,Sweeney,S,2017-03-04,2017,3,3,1.0,False,1.0,False,7.0,503,0,123.0,True
76 Bishop St,3013,Yarraville,Western Metropolitan,Maribyrnong,h,1235000,Jas,SP,2017-03-04,2017,3,4,2.0,False,2.0,False,7.0,244,0,206.0,False
16A Gordon Pde,3013,Yarraville,Western Metropolitan,Maribyrnong,t,670000,Jas,PI,2017-03-04,2017,3,3,2.0,False,2.0,False,7.0,152,0,133.0,True
1/11 Goulburn St,3013,Yarraville,Western Metropolitan,Maribyrnong,h,960000,Village,S,2017-03-04,2017,3,2,2.0,False,1.0,False,7.0,159,0,116.0,True
5 Hood St,3013,Yarraville,Western Metropolitan,Maribyrnong,h,1000000,Village,VB,2017-03-04,2017,3,2,1.0,False,1.0,False,7.0,220,0,105.0,False
13 Pearce St,3013,Yarraville,Western Metropolitan,Maribyrnong,h,710000,Chisholm,S,2017-03-04,2017,3,2,1.0,False,0.0,False,7.0,164,0,89.0,True
109 Powell St,3013,Yarraville,Western Metropolitan,Maribyrnong,h,1320000,Jas,S,2017-03-04,2017,3,3,2.0,False,2.0,False,7.0,473,0,171.0,False
13 Simpson St,3013,Yarraville,Western Metropolitan,Maribyrnong,h,1100000,Village,VB,2017-03-04,2017,3,3,2.0,False,0.0,False,7.0,214,0,129.0,False
7/88 Stephen St,3013,Yarraville,Western Metropolitan,Maribyrnong,u,782000,hockingstuart,S,2017-03-04,2017,3,2,1.0,False,1.0,False,7.0,0,1,92.0,False
34 Wilkins St,3013,Yarraville,Western Metropolitan,Maribyrnong,h,931000,Douglas,S,2017-03-04,2017,3,3,1.0,False,1.0,False,7.0,442,0,122.0,True
6 Clarendon St,3013,Yarraville,Western Metropolitan,Maribyrnong,h,910000,Village,S,2016-06-04,2016,6,3,3.0,False,2.0,False,7.0,197,0,109.0,False
1a Court St,3013,Yarraville,Western Metropolitan,Maribyrnong,h,796000,Jas,SP,2016-06-04,2016,6,2,1.0,False,1.0,False,7.0,188,0,102.0,True
3 Cuming St,3013,Yarraville,Western Metropolitan,Maribyrnong,h,856000,Greg,S,2016-06-04,2016,6,2,1.0,False,1.0,False,7.0,261,0,100.0,False
40 Freeman St,3013,Yarraville,Western Metropolitan,Maribyrnong,h,670000,Village,VB,2016-06-04,2016,6,3,1.0,False,1.0,False,7.0,477,0,120.0,False
25 Gray St,3013,Yarraville,Western Metropolitan,Maribyrnong,h,706000,Jas,S,2016-06-04,2016,6,2,1.0,False,0.0,False,7.0,165,0,93.0,False
101 Roberts St,3013,Yarraville,Western Metropolitan,Maribyrnong,h,1050000,hockingstuart,S,2016-06-04,2016,6,2,2.0,False,1.0,False,7.0,462,0,132.0,False
1/53 Stephen St,3013,Yarraville,Western Metropolitan,Maribyrnong,u,410000,hockingstuart,PI,2016-08-06,2016,8,2,1.0,True,0.0,False,7.0,0,1,71.0,True
31 Frederick St,3013,Yarraville,Western Metropolitan,Maribyrnong,h,1320000,Village,SP,2016-05-07,2016,5,4,2.0,False,1.0,False,7.0,319,0,171.0,False
27 Regent St,3013,Yarraville,Western Metropolitan,Maribyrnong,h,1414000,Jas,S,2016-11-07,2016,11,3,2.0,False,2.0,False,7.0,230,0,151.0,True
47 Bayview Rd,3013,Yarraville,Western Metropolitan,Maribyrnong,h,1815000,Village,S,2016-10-08,2016,10,5,2.0,False,2.0,False,7.0,644,0,172.0,False
2/8 Hughes St,3013,Yarraville,Western Metropolitan,Maribyrnong,h,630000,Jas,PI,2016-10-08,2016,10,2,1.0,False,1.0,False,7.0,148,0,79.0,False
50 Tongue St,3013,Yarraville,Western Metropolitan,Maribyrnong,h,1870000,Sweeney,S,2016-10-08,2016,10,4,1.0,False,3.0,False,7.0,766,0,167.0,False
60 Hamilton St,3013,Yarraville,Western Metropolitan,Maribyrnong,h,1785000,Village,S,2016-09-10,2016,9,4,2.0,False,2.0,False,7.0,640,0,192.0,True
3/107 Somerville Rd,3013,Yarraville,Western Metropolitan,Maribyrnong,u,330000,Jas,VB,2016-09-10,2016,9,2,1.0,False,1.0,False,7.0,0,1,72.0,True
44 Severn St,3013,Yarraville,Western Metropolitan,Maribyrnong,h,1930000,Jas,S,2016-12-10,2016,12,3,1.0,False,4.0,False,7.0,902,0,129.0,False
18 Free St,3013,Yarraville,Western Metropolitan,Maribyrnong,h,1035000,Jas,S,2017-02-11,2017,2,3,1.0,False,2.0,False,7.0,289,0,113.0,True
122 Stephen St,3013,Yarraville,Western Metropolitan,Maribyrnong,u,510000,hockingstuart,SP,2017-02-11,2017,2,1,1.0,False,2.0,False,7.0,0,1,83.0,False
9/51 Stephen St,3013,Yarraville,Western Metropolitan,Maribyrnong,u,381000,Jas,PI,2017-02-11,2017,2,2,1.0,False,1.0,False,7.0,0,1,65.0,False
113 Anderson St,3013,Yarraville,Western Metropolitan,Maribyrnong,t,1040000,Sweeney,S,2016-11-12,2016,11,2,2.0,False,0.0,False,7.0,352,0,152.0,False
52 Goulburn St,3013,Yarraville,Western Metropolitan,Maribyrnong,h,1419000,Jas,SP,2016-11-12,2016,11,3,1.0,False,2.0,False,7.0,270,0,109.0,True
63 Hawkhurst St,3013,Yarraville,Western Metropolitan,Maribyrnong,h,1050000,Village,S,2016-11-12,2016,11,3,1.0,False,2.0,False,7.0,442,0,123.0,True
122 Stephen St,3013,Yarraville,Western Metropolitan,Maribyrnong,h,470000,Jas,PI,2016-11-12,2016,11,1,1.0,False,2.0,False,7.0,0,1,83.0,False
280 Francis St,3013,Yarraville,Western Metropolitan,Maribyrnong,h,850000,Jas,S,2016-08-13,2016,8,3,1.0,False,1.0,False,7.0,444,0,125.0,True
7/13 Stephen St,3013,Yarraville,Western Metropolitan,Maribyrnong,u,501344,Sweeney,SP,2016-08-13,2016,8,2,1.0,False,1.0,False,7.0,0,1,72.0,False
9 Stanger St,3013,Yarraville,Western Metropolitan,Maribyrnong,h,796000,Greg,S,2016-05-14,2016,5,3,1.0,False,1.0,False,7.0,464,0,120.0,False
27 Buninyong St,3013,Yarraville,Western Metropolitan,Maribyrnong,h,1217500,Greg,PI,2016-10-15,2016,10,3,3.0,False,1.0,False,7.0,217,0,157.0,True
1a Kingston St,3013,Yarraville,Western Metropolitan,Maribyrnong,h,610000,Jas,SP,2016-10-15,2016,10,2,1.0,True,0.0,False,7.0,94,0,78.0,True
64 Bishop St,3013,Yarraville,Western Metropolitan,Maribyrnong,h,1055000,hockingstuart,S,2016-04-16,2016,4,3,1.0,False,3.0,False,7.0,670,0,116.0,False
4/16 Dean St,3013,Yarraville,Western Metropolitan,Maribyrnong,t,620000,iOne,VB,2016-04-16,2016,4,3,3.0,False,1.0,False,7.0,0,1,141.0,False
117 Francis St,3013,Yarraville,Western Metropolitan,Maribyrnong,h,660000,Sweeney,PI,2016-04-16,2016,4,4,1.0,False,2.0,False,7.0,360,0,132.0,True
342 Francis St,3013,Yarraville,Western Metropolitan,Maribyrnong,h,681000,Sweeney,S,2016-04-16,2016,4,2,1.0,False,1.0,False,7.0,446,0,106.0,True
5/69 Hamilton St,3013,Yarraville,Western Metropolitan,Maribyrnong,u,345000,hockingstuart/Village,S,2016-04-16,2016,4,1,1.0,False,1.0,False,7.0,0,1,47.0,False
25 Norfolk St,3013,Yarraville,Western Metropolitan,Maribyrnong,h,950000,Village,SP,2016-04-16,2016,4,3,1.0,False,2.0,False,7.0,240,0,84.0,False
9 Pearce St,3013,Yarraville,Western Metropolitan,Maribyrnong,h,955000,Jellis,S,2016-04-16,2016,4,3,1.0,False,1.0,False,7.0,202,0,104.0,True
11 Sanderson St,3013,Yarraville,Western Metropolitan,Maribyrnong,h,822000,Sweeney,S,2016-04-16,2016,4,2,1.0,False,3.0,False,7.0,539,0,106.0,True
71 Bena St,3013,Yarraville,Western Metropolitan,Maribyrnong,h,760000,Jas,S,2016-07-16,2016,7,2,1.0,False,1.0,False,7.0,472,0,107.0,True
29 Frederick St,3013,Yarraville,Western Metropolitan,Maribyrnong,h,1200000,Village,S,2016-07-16,2016,7,4,2.0,False,2.0,False,7.0,417,0,157.0,False
59 Gent St,3013,Yarraville,Western Metropolitan,Maribyrnong,h,1005000,Sweeney,S,2016-07-16,2016,7,3,1.0,False,1.0,False,7.0,438,0,115.0,False
282 Hyde St,3013,Yarraville,Western Metropolitan,Maribyrnong,h,600000,hockingstuart,VB,2016-07-16,2016,7,3,1.0,False,1.0,False,7.0,0,1,99.0,True
103/58 Ballarat St,3013,Yarraville,Western Metropolitan,Maribyrnong,u,381000,Sweeney,S,2016-09-17,2016,9,1,1.0,False,1.0,False,7.0,0,1,51.0,True
136 Hyde St,3013,Yarraville,Western Metropolitan,Maribyrnong,h,1150000,hockingstuart,S,2016-09-17,2016,9,4,2.0,False,2.0,False,7.0,482,0,193.0,True
14 Lennox St,3013,Yarraville,Western Metropolitan,Maribyrnong,h,1020000,Jas,PI,2017-03-18,2017,3,3,1.0,False,1.0,False,7.0,248,0,114.0,True
55 Ofarrell St,3013,Yarraville,Western Metropolitan,Maribyrnong,h,1250000,Village,VB,2017-03-18,2017,3,3,2.0,False,1.0,False,7.0,249,0,161.0,True
7 Stewart St,3013,Yarraville,Western Metropolitan,Maribyrnong,h,1340000,Village,VB,2017-03-18,2017,3,4,2.0,False,0.0,False,7.0,297,0,175.0,False
52 Severn St,3013,Yarraville,Western Metropolitan,Maribyrnong,h,865000,Jas,SP,2016-06-18,2016,6,3,1.0,False,1.0,False,7.0,189,0,87.0,False
347 Williamstown Rd,3013,Yarraville,Western Metropolitan,Maribyrnong,h,781500,Jas,S,2016-06-18,2016,6,2,1.0,False,2.0,False,7.0,341,0,132.0,False
15 Ofarrell St,3013,Yarraville,Western Metropolitan,Maribyrnong,h,1401000,Village,S,2016-11-19,2016,11,4,1.0,False,1.0,False,7.0,306,0,133.0,False
2/382 Williamstown Rd,3013,Yarraville,Western Metropolitan,Maribyrnong,h,630000,Jas,S,2016-11-19,2016,11,2,2.0,False,2.0,False,7.0,168,0,121.0,False
129 Roberts St,3013,Yarraville,Western Metropolitan,Maribyrnong,h,1137500,hockingstuart,S,2016-05-22,2016,5,2,3.0,False,4.0,False,7.0,446,0,244.0,False
198 Francis St,3013,Yarraville,Western Metropolitan,Maribyrnong,h,925000,hockingstuart,S,2016-08-22,2016,8,4,1.0,False,1.0,False,7.0,288,0,132.0,True
18 Frederick St,3013,Yarraville,Western Metropolitan,Maribyrnong,h,745000,hockingstuart,S,2016-04-23,2016,4,2,1.0,False,1.0,False,7.0,325,0,107.0,True
2 Hood St,3013,Yarraville,Western Metropolitan,Maribyrnong,h,1158000,Jas,S,2016-04-23,2016,4,4,1.0,False,3.0,False,7.0,411,0,96.0,False
51 Sussex St,3013,Yarraville,Western Metropolitan,Maribyrnong,h,867000,RT,S,2016-04-23,2016,4,3,1.0,False,1.0,False,7.0,195,0,104.0,True
9/11 Berry St,3013,Yarraville,Western Metropolitan,Maribyrnong,h,955000,Village,S,2016-09-24,2016,9,3,2.0,False,2.0,False,7.0,206,0,173.0,False
3 Freame St,3013,Yarraville,Western Metropolitan,Maribyrnong,h,1081000,Village,SP,2016-09-24,2016,9,3,1.0,False,1.0,False,7.0,448,0,104.0,False
443 Geelong Rd,3013,Yarraville,Western Metropolitan,Maribyrnong,h,725000,Sweeney,S,2016-09-24,2016,9,3,1.0,False,5.0,False,7.0,558,0,128.0,False
43 Ballarat St,3013,Yarraville,Western Metropolitan,Maribyrnong,h,767000,Jas,S,2017-02-25,2017,2,2,1.0,False,0.0,False,7.0,128,0,80.0,False
42 Eirene St,3013,Yarraville,Western Metropolitan,Maribyrnong,h,951000,Sweeney,S,2017-02-25,2017,2,2,1.0,False,3.0,False,7.0,486,0,104.0,True
14 Finlay St,3013,Yarraville,Western Metropolitan,Maribyrnong,h,1028000,Village,S,2017-02-25,2017,2,4,2.0,False,2.0,False,7.0,431,0,189.0,True
112 Francis St,3013,Yarraville,Western Metropolitan,Maribyrnong,h,740000,Village,S,2017-02-25,2017,2,2,1.0,False,0.0,False,7.0,261,0,103.0,True
20 Grace St,3013,Yarraville,Western Metropolitan,Maribyrnong,h,1450000,Village,S,2017-02-25,2017,2,3,2.0,False,2.0,False,7.0,542,0,211.0,False
23 Lennox St,3013,Yarraville,Western Metropolitan,Maribyrnong,h,1430000,Village,SP,2017-02-25,2017,2,3,3.0,False,2.0,False,7.0,386,0,172.0,False
38 Simpson St,3013,Yarraville,Western Metropolitan,Maribyrnong,h,1275000,Village,SP,2017-02-25,2017,2,3,1.0,False,2.0,False,7.0,229,0,128.0,False
122 Blackwood St,3013,Yarraville,Western Metropolitan,Maribyrnong,h,1606000,Jas,SP,2016-07-26,2016,7,4,2.0,False,3.0,False,7.0,455,0,178.0,False
75 Ballard St,3013,Yarraville,Western Metropolitan,Maribyrnong,h,970000,Village,PI,2016-06-27,2016,6,3,1.0,False,2.0,False,7.0,664,0,124.0,True
38 Benbow St,3013,Yarraville,Western Metropolitan,Maribyrnong,h,780000,Hunter,S,2016-06-27,2016,6,2,1.0,False,1.0,False,7.0,435,0,114.0,False
76 Kidman St,3013,Yarraville,Western Metropolitan,Maribyrnong,h,670000,Biggin,PI,2016-06-27,2016,6,3,1.0,False,1.0,False,7.0,463,0,119.0,False
46 Wilson St,3013,Yarraville,Western Metropolitan,Maribyrnong,h,908000,hockingstuart,S,2016-06-27,2016,6,3,2.0,False,0.0,False,7.0,105,0,125.0,True
23 Castlemaine St,3013,Yarraville,Western Metropolitan,Maribyrnong,h,1380000,Village,S,2016-11-27,2016,11,3,2.0,False,2.0,False,7.0,235,0,144.0,False
5 Highgate St,3013,Yarraville,Western Metropolitan,Maribyrnong,h,966000,JMRE,S,2016-11-27,2016,11,3,2.0,False,2.0,False,7.0,456,0,147.0,True
3/64 Powell St,3013,Yarraville,Western Metropolitan,Maribyrnong,u,480500,Jas,SP,2016-11-27,2016,11,2,1.0,False,1.0,False,7.0,0,1,65.0,False
4 Regent St,3013,Yarraville,Western Metropolitan,Maribyrnong,h,1520000,Jas,VB,2016-11-27,2016,11,4,2.0,False,0.0,False,7.0,261,0,160.0,False
18 Tenterden St,3013,Yarraville,Western Metropolitan,Maribyrnong,h,845000,Jas,S,2016-11-27,2016,11,3,1.0,False,2.0,False,7.0,494,0,125.0,True
10 Tuppen St,3013,Yarraville,Western Metropolitan,Maribyrnong,h,1287000,hockingstuart,S,2016-11-27,2016,11,5,2.0,False,2.0,False,7.0,488,0,213.0,False
4 Bena St,3013,Yarraville,Western Metropolitan,Maribyrnong,h,980000,Jas,S,2016-05-28,2016,5,3,1.0,False,2.0,False,7.0,463,0,125.0,True
16/11 Berry St,3013,Yarraville,Western Metropolitan,Maribyrnong,t,800000,Jas,VB,2016-05-28,2016,5,3,2.0,False,1.0,False,7.0,169,0,150.0,False
30 Simpson St,3013,Yarraville,Western Metropolitan,Maribyrnong,h,1460000,Village,SP,2016-05-28,2016,5,3,1.0,False,2.0,False,7.0,463,0,119.0,False
7 Hughes St,3013,Yarraville,Western Metropolitan,Maribyrnong,h,840000,Village,S,2016-08-28,2016,8,3,1.0,False,1.0,False,7.0,470,0,127.0,False
46 Kingston St,3013,Yarraville,Western Metropolitan,Maribyrnong,h,900500,Village,S,2016-08-28,2016,8,2,1.0,False,1.0,False,7.0,208,0,100.0,False
14 Pearce St,3013,Yarraville,Western Metropolitan,Maribyrnong,h,850000,Chisholm,S,2016-08-28,2016,8,2,1.0,False,1.0,False,7.0,201,0,99.0,True
6/37 Stephen St,3013,Yarraville,Western Metropolitan,Maribyrnong,h,940000,Village,S,2016-08-28,2016,8,3,2.0,False,2.0,False,7.0,171,0,146.0,False
2/2 St Kinnord St,3040,Aberfeldie,Western Metropolitan,Moonee Valley,u,380000,Nelson,S,2016-12-03,2016,12,1,1.0,False,1.0,False,9.1,0,1,39.0,False
40 Clifton St,3040,Aberfeldie,Western Metropolitan,Moonee Valley,h,1646000,Rendina,S,2017-03-04,2017,3,4,3.0,False,2.0,False,9.1,757,0,157.0,False
6/8 Arthur St,3040,Aberfeldie,Western Metropolitan,Moonee Valley,u,442000,Nelson,S,2016-05-07,2016,5,2,1.0,False,1.0,False,9.1,0,1,76.0,True
8/257 Buckley St,3040,Aberfeldie,Western Metropolitan,Moonee Valley,u,470000,Brad,S,2016-05-07,2016,5,2,1.0,False,1.0,False,9.1,0,1,71.0,False
26a Fawkner St,3040,Aberfeldie,Western Metropolitan,Moonee Valley,h,760000,McDonald,SP,2016-11-07,2016,11,3,1.0,False,1.0,False,9.1,321,0,110.0,True
21 May St,3040,Aberfeldie,Western Metropolitan,Moonee Valley,h,1346000,Nelson,S,2016-10-08,2016,10,2,2.0,False,2.0,False,9.1,559,0,204.0,False
25 Valencia St,3040,Aberfeldie,Western Metropolitan,Moonee Valley,h,1300000,Rendina,S,2016-10-08,2016,10,2,1.0,False,5.0,False,9.1,528,0,106.0,True
2/30 Caroline St,3040,Aberfeldie,Western Metropolitan,Moonee Valley,t,935000,Nelson,SP,2016-09-10,2016,9,3,2.0,False,2.0,False,9.1,217,0,149.0,False
3/64 Brunel St,3040,Aberfeldie,Western Metropolitan,Moonee Valley,u,1160000,Nelson,S,2017-02-11,2017,2,3,2.0,False,1.0,False,9.1,0,1,130.0,True
2 May St,3040,Aberfeldie,Western Metropolitan,Moonee Valley,h,1150000,Nelson,PI,2017-02-11,2017,2,4,2.0,False,2.0,False,9.1,578,0,35.0,False
5 Aroona Ct,3040,Aberfeldie,Western Metropolitan,Moonee Valley,h,1720000,Nelson,PI,2016-10-15,2016,10,1,2.0,False,1.0,False,9.1,676,0,136.0,False
25 Beaver St,3040,Aberfeldie,Western Metropolitan,Moonee Valley,h,1705000,Nelson,S,2016-10-15,2016,10,2,1.0,False,2.0,False,9.1,809,0,131.0,False
4 Brunel Ct,3040,Aberfeldie,Western Metropolitan,Moonee Valley,h,1190000,Barry,S,2016-09-17,2016,9,3,1.0,False,1.0,False,9.1,465,0,115.0,False
2/7 Fawkner St,3040,Aberfeldie,Western Metropolitan,Moonee Valley,u,380000,Brad,VB,2017-03-18,2017,3,2,1.0,False,1.0,False,9.1,0,1,72.0,True
58 Waverley St,3040,Aberfeldie,Western Metropolitan,Moonee Valley,h,840000,Brad,VB,2017-03-18,2017,3,2,1.0,False,1.0,False,9.1,373,0,93.0,True
29 Beaver St,3040,Aberfeldie,Western Metropolitan,Moonee Valley,h,1740000,Nelson,S,2016-06-18,2016,6,3,3.0,False,2.0,False,9.1,839,0,247.0,False
40 Allan St,3040,Aberfeldie,Western Metropolitan,Moonee Valley,h,1860000,Rendina,S,2016-11-19,2016,11,3,2.0,False,2.0,False,9.1,311,0,162.0,True
14 Knight St,3040,Aberfeldie,Western Metropolitan,Moonee Valley,h,1195000,Nelson,S,2016-11-19,2016,11,3,2.0,False,2.0,False,9.1,496,0,161.0,True
2 May St,3040,Aberfeldie,Western Metropolitan,Moonee Valley,h,1200000,Nelson,VB,2016-11-19,2016,11,4,2.0,False,2.0,False,9.1,578,0,35.0,False
1 Chisholm St,3040,Aberfeldie,Western Metropolitan,Moonee Valley,u,726000,Barry,S,2016-09-24,2016,9,3,1.0,False,1.0,False,9.1,0,1,111.0,False
99 Fawkner St,3040,Aberfeldie,Western Metropolitan,Moonee Valley,h,1325000,Weda,PI,2017-02-25,2017,2,4,2.0,False,2.0,False,9.1,674,0,185.0,True
11 Muldowney St,3040,Aberfeldie,Western Metropolitan,Moonee Valley,t,1300000,Barry,SP,2017-02-25,2017,2,3,3.0,False,1.0,False,9.1,593,0,205.0,False
5/319 Buckley St,3040,Aberfeldie,Western Metropolitan,Moonee Valley,u,373000,Barry,S,2016-11-27,2016,11,2,1.0,False,1.0,False,9.1,0,1,74.0,True
1/7 Derry St,3040,Aberfeldie,Western Metropolitan,Moonee Valley,h,670000,Frank,SP,2016-11-27,2016,11,2,1.0,False,2.0,False,9.1,0,1,103.0,False
47 Clifton St,3040,Aberfeldie,Western Metropolitan,Moonee Valley,h,1350000,Nelson,S,2016-05-28,2016,5,3,2.0,False,2.0,False,9.1,1076,0,180.0,False
20 Davidson St,3081,Bellfield,Eastern Metropolitan,Banyule,h,773000,Nelson,S,2016-08-06,2016,8,3,1.0,False,2.0,False,9.5,626,0,93.0,False
40 Plunkett St,3081,Bellfield,Eastern Metropolitan,Banyule,h,885000,Nelson,S,2016-11-12,2016,11,3,1.0,False,1.0,False,9.5,666,0,127.0,True
8 Erica Ct,3081,Bellfield,Eastern Metropolitan,Banyule,h,770000,Haughton,S,2016-04-16,2016,4,3,1.0,False,4.0,False,9.5,762,0,130.0,True
353 Waterdale Rd,3081,Bellfield,Eastern Metropolitan,Banyule,h,855000,Barry,S,2017-03-18,2017,3,2,1.0,False,0.0,False,9.5,693,0,100.0,True
305 Bell St,3081,Bellfield,Eastern Metropolitan,Banyule,h,645000,Nelson,SP,2016-05-22,2016,5,3,1.0,False,2.0,False,9.5,631,0,109.0,False
2/2 Harrison St,3081,Bellfield,Eastern Metropolitan,Banyule,h,720000,McGrath,SP,2017-02-25,2017,2,3,2.0,False,1.0,False,9.5,231,0,145.0,False
129 Liberty Pde,3081,Bellfield,Eastern Metropolitan,Banyule,h,625000,Nelson,PI,2016-05-28,2016,5,3,1.0,False,2.0,False,9.5,609,0,93.0,False
371 Waterdale Rd,3081,Bellfield,Eastern Metropolitan,Banyule,u,828000,Barry,S,2016-07-30,2016,7,3,1.0,False,0.0,False,9.5,0,1,103.0,True
373 Waterdale Rd,3081,Bellfield,Eastern Metropolitan,Banyule,u,676000,Barry,S,2016-07-30,2016,7,3,1.0,False,0.0,False,9.5,0,1,103.0,True
10 Harrison St,3057,Brunswick East,Northern Metropolitan,Moreland,h,1310000,Nelson,S,2016-12-03,2016,12,3,1.0,False,2.0,False,4.5,456,0,144.0,False
1 Nunan St,3057,Brunswick East,Northern Metropolitan,Moreland,h,856000,Harrington,S,2016-12-03,2016,12,4,2.0,False,2.0,False,4.5,136,0,151.0,False
2/175 Blyth St,3057,Brunswick East,Northern Metropolitan,Moreland,h,580000,Nelson,S,2017-03-04,2017,3,2,1.0,False,1.0,False,4.5,0,1,65.0,False
1610/182 Edward St,3057,Brunswick East,Northern Metropolitan,Moreland,u,675000,Nelson,S,2017-03-04,2017,3,2,2.0,False,1.0,False,4.5,0,1,88.0,True
87 Hickford St,3057,Brunswick East,Northern Metropolitan,Moreland,h,1350000,Jellis,SP,2017-03-04,2017,3,3,1.0,False,2.0,False,4.5,407,0,140.0,True
6 Kingfisher Gdns,3057,Brunswick East,Northern Metropolitan,Moreland,t,940000,Nelson,S,2017-03-04,2017,3,3,1.0,False,2.0,False,4.5,213,0,116.0,False
256 Stewart St,3057,Brunswick East,Northern Metropolitan,Moreland,h,930000,Nelson,PI,2017-03-04,2017,3,3,2.0,False,2.0,False,4.5,138,0,131.0,True
215 Weston St,3057,Brunswick East,Northern Metropolitan,Moreland,h,1495000,Nelson,S,2017-03-04,2017,3,3,1.0,False,1.0,False,4.5,259,0,130.0,False
55 King St,3057,Brunswick East,Northern Metropolitan,Moreland,h,1550000,Woodards,S,2016-06-04,2016,6,4,2.0,False,2.0,False,4.5,470,0,191.0,False
94 Barkly St,3057,Brunswick East,Northern Metropolitan,Moreland,h,1815000,Nelson,S,2016-08-06,2016,8,4,1.0,False,1.0,False,4.5,233,0,204.0,False
9 John St,3057,Brunswick East,Northern Metropolitan,Moreland,h,1625000,Nelson,S,2016-05-07,2016,5,4,2.0,False,2.0,False,4.5,822,0,145.0,False
21 Roberts St,3057,Brunswick East,Northern Metropolitan,Moreland,t,899000,Jellis,SP,2016-05-07,2016,5,3,2.0,False,1.0,False,4.5,116,0,124.0,False
201/218 Lygon St,3057,Brunswick East,Northern Metropolitan,Moreland,u,435000,Jellis,S,2016-10-08,2016,10,2,1.0,False,1.0,False,4.5,0,1,55.0,False
8/389 Lygon St,3057,Brunswick East,Northern Metropolitan,Moreland,u,570000,Jellis,PI,2016-10-08,2016,10,2,2.0,False,1.0,False,4.5,0,1,88.0,True
98 Barkly St,3057,Brunswick East,Northern Metropolitan,Moreland,h,1900000,Jellis,S,2016-09-10,2016,9,4,2.0,False,1.0,False,4.5,227,0,165.0,True
178 Weston St,3057,Brunswick East,Northern Metropolitan,Moreland,h,1080000,Greg,S,2016-09-10,2016,9,2,1.0,False,0.0,False,4.5,193,0,101.0,False
123 Barkly St,3057,Brunswick East,Northern Metropolitan,Moreland,h,1280000,Nelson,S,2016-12-10,2016,12,4,2.0,False,0.0,False,4.5,161,0,160.0,True
4/37 Brunswick Rd,3057,Brunswick East,Northern Metropolitan,Moreland,u,656000,Collins,S,2016-12-10,2016,12,2,1.0,False,1.0,False,4.5,0,1,79.0,False
308/69 Lygon St,3057,Brunswick East,Northern Metropolitan,Moreland,u,570000,Nelson,PI,2017-02-11,2017,2,2,1.0,False,2.0,False,4.5,0,1,77.0,True
18 Lowan St,3057,Brunswick East,Northern Metropolitan,Moreland,h,1290000,Jellis,S,2017-03-11,2017,3,4,2.0,False,2.0,False,4.5,468,0,188.0,True
202b Edward St,3057,Brunswick East,Northern Metropolitan,Moreland,h,1170000,Nelson,S,2016-10-15,2016,10,3,2.0,False,0.0,False,4.5,185,0,136.0,True
221/408 Lygon St,3057,Brunswick East,Northern Metropolitan,Moreland,u,370000,Nelson,VB,2016-10-15,2016,10,1,1.0,False,1.0,False,4.5,0,1,50.0,True
2/146 Blyth St,3057,Brunswick East,Northern Metropolitan,Moreland,u,510000,Nelson,S,2016-04-16,2016,4,2,1.0,False,1.0,False,4.5,0,1,74.0,True
89a Hickford St,3057,Brunswick East,Northern Metropolitan,Moreland,h,1574000,Woodards,S,2016-04-16,2016,4,3,3.0,False,2.0,False,4.5,336,0,207.0,False
3/37 Brunswick Rd,3057,Brunswick East,Northern Metropolitan,Moreland,u,665000,Collins,S,2016-07-16,2016,7,2,1.0,False,1.0,False,4.5,0,1,96.0,False
6212/172 Edward St,3057,Brunswick East,Northern Metropolitan,Moreland,u,590000,LITTLE,VB,2016-09-17,2016,9,2,2.0,False,1.0,False,4.5,0,1,71.0,False
10 Jarvie St,3057,Brunswick East,Northern Metropolitan,Moreland,h,1024000,Nelson,S,2016-09-17,2016,9,2,1.0,False,1.0,False,4.5,148,0,86.0,True
189 Glenlyon Rd,3057,Brunswick East,Northern Metropolitan,Moreland,h,1125000,Collins,S,2017-03-18,2017,3,3,1.0,False,2.0,False,4.5,369,0,120.0,True
7/72 Victoria St,3057,Brunswick East,Northern Metropolitan,Moreland,u,390000,Peter,PI,2017-03-18,2017,3,2,1.0,False,1.0,False,4.5,0,1,70.0,True
